trend,id,text
#RoçaAFazenda,1587654292206502000,"RT @tuitakaik: A barbie infantil. Como ela é fofinha. No instagram era uma mulher empoderada e no reality fica se fazendo de menininha #Roç…"
#RoçaAFazenda,1587654289589149700,"RT @Caio55336246: Deolane não pode sair, vou votar do início ao fim, a doutora vai ficar #FicaDeolane #RoçaAFazenda https://t.co/GnkK0OKFsa"
#RoçaAFazenda,1587654288750395400,"RT @Kerline: A beleza de milhões! 💚 #TeamKerline #RoçaAFazenda https://t.co/yt4IJ5VH5p"
CHELO,1587654298363494400,"@CHelo_K01 tranqui bro que para jugar lol no ocupas preocuparte por eso umU"
CHELO,1587653828215820300,"@luizg2303 @pedraomachado @Boltz cara, ali é decisão de milissegundo entre plantar ou abrir. da mesma forma que o C… https://t.co/V3kB7oLLg8"
CHELO,1587653471427240000,"RT @monomochi: ”ぼっち・ざ・ろっく”のぼっちちゃんです  アニメから知った口ですが面白いですね 全キャラ作りたくなるほどハマりそうな予感 あと、ロックバンドミュージック好きなのでいっぱい曲出してくれ！  何気にアニメキャラの人形作ったの初めてかもしれん #ぼっち…"
CHELO,1587653203994316800,"@Ferdepre Fer já não queria jogar esse major por problemas pessoais (talvez mental), acho bem difícil ele continuar… https://t.co/4LAN8H0bjV"
CHELO,1587653297132945400,"@chelok1ng você jogou MUITO Chelo! deu a vida. Monstro"
CHELO,1587653174843908000,"@chelok1ng O CHELO VAI TE PEGAAAAR O CHELO VAI TE PEGAAAAR O CHELO VAI TE PEGAAAAR   obg por tudo chelo! 💜"
CHELO,1587653163720614000,"@Cachorro1337 Mas a verdade é que se todo mundo tivesse no nível do chelo era campeão do major invicto, carregou legal. Isso é um fato"
CHELO,1587653160457408500,"@chelok1ng VOCÊ É UM MONSTRO CHELO"
CHELO,1587652926264283100,"@chelok1ng Obrigada chelo!! ❤️🙏🏽"
CHELO,1587653228489056300,"RT @Tribo_Cortes: CHELO,É LINDO VER VOCE JOGAR !!! @Gaules @mch_AGG @VelhoVamp1 #IEM https://t.co/oEXTtnKBp0"
shiro,1587654300993560600,"@escritosheart @kinghenryv_jshm"
shiro,1587654294677119000,"RT @Kirby_JP: 「Nintendo Switch Online + 追加パック」加入者限定ギフトとして『星のカービィ64』のアイコンパーツが登場！ カービィさんや仲間のみなさんのパーツで、なつかしのユーザーアイコンを作っちゃいましょう！ 12月7日(水)9:59まで…"
shiro,1587654287676563500,"Rlx pessoal o shiro vai tomar widepeek do xertioN (se ele chegar no legends stage) tá tudo certo"
shiro,1587654272937853000,"@juliancar378 @Cachorro1337 No primeiro dia de Major o Juanfracoo virou JuanFlatroo, Maluco tava muito bom mesmo! E… https://t.co/wauBctCYbE"
shiro,1587654265698340900,"いつも朝早いけど今日はバイト13時からなのまじで助かった"
shiro,1587654252427722800,"RT @DanielOchoaH: Las conversaciones nocturnas en estas sillas podían ser eternas https://t.co/5MxZajHyjy"
shiro,1587654247310659600,"Pô, pensando aqui. Eu entendi o lado do fallen de ter birra com coach, mas se eles tivessem alguém que entendesse o… https://t.co/g5GbBlgtBC"
shiro,1587654244559036400,"全文読んだ 長かったけどすごく新しい良い体験した気分！ 本が読めない理由は共感するところ多くて、物語が嫌いな訳じゃなく(むしろ好き)、文を読んで頭で構築して味わう作業が、人よりもかなり時間をかけて楽しみたいのよね 私の場合は本も漫… https://t.co/ZVHjzb0yPa"
shiro,1587654236967301000,"RT @Rikka_Utakata: 今日話題にも出て、配信リアタイ勢は結構アナリティクスより女性が多く感じるのでアンケ～～～！！！  泡沫六花の配信・もしくはアーカイブを見たことがある方でご自身は"
shiro,1587654235440959500,"RT @jf_fernn: สะเทือนใจมากกะไอที่ผชบอกว่าเมนส์มาเยอะขนาดนั้นเลยเหรอ คือมึงคะ กุเคยมาเยอะจนเป็นลมแม่หามส่งโรงบาล ไปถึงเค้าฉีดยาเข้าเส้นเลือด…"
#MasterChefBR,1587654199956971500,"@masterchefbr Momento incrível na história do @masterchefbr #MasterChefBR. Marcante e cheio de emoção… Fair Play que deixará lembranças."
#MasterChefBR,1587653930665771000,"RT @larialves_: Eu JUREI que o Wilson que ia pra final pelos elogios dos chefes, não entendi nada kkkkkkkk #MasterChefBR"
#MasterChefBR,1587654173998436400,"RT @_vickfarias: #MasterChefBR é marcado por incoerência. Os chefs vários elogios ao prato de Wilson aí o cara vai e é eliminado. Sendo que…"
#MasterChefBR,1587653636540227600,"Os dois injusto dessa edição foi Wilson e a Ananda #MasterChefBR"
#MasterChefBR,1587653980175433700,"RT @vaidesmaiar: No pódio montado pelo público você nunca saiu do primeiro lugar Ananda.  Merecia ir para a final. Parabéns pela trajetória…"
#MasterChefBR,1587653514746003500,"RT @Dvd_wallace: Wilson mereceu muito mais que o Diego, maior mancada #MasterChefBR"
#MasterChefBR,1587653465588867000,"RT @edsonsousa__: o povo do twitter indo na band reivindicar a saída INJUSTA do wilson #MasterChefBR   https://t.co/sINVNyj6Fk"
#MasterChefBR,1587653497918480400,"RT @Wesleyrb04: Vazou a campeã do Masterchef profissionais #MasterChefBR https://t.co/oNBqwcojp8"
#MasterChefBR,1587653378380861400,"RT @danieusan: não concordo com a derrota do wilson no #MasterChefBR, estou indo agr fechar a rodovia"
#MasterChefBR,1587653286966055000,"vai ser o duelo da arrogância essa final viu, vou te contar... #MasterChefBR"
#ProfissaoReporter,1587654303875059700,"RT @lolaferreira: Caco Barcellos simplesmente flagrou uma reunião de compra de votos na semana do segundo turno. Entrou na reunião filmando…"
#ProfissaoReporter,1587654305355636700,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654292378353700,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654290423906300,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654296010739700,"RT @laisolly1: Ninguém, absolutamente ninguém vota no Bolsonaro pelo o que ele fez. Tudo em prol do agro, religião e família. É chocante. #…"
#ProfissaoReporter,1587654286904811500,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654284824518700,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654290042196000,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
#ProfissaoReporter,1587654279279566800,"Agora o Bozo vem e fala eu não sabia de nda ,ai ta bom ,seu castigo chegou kkkk #ProfissaoReporter"
#ProfissaoReporter,1587654277643870200,"RT @jnascim: VALE VER: No #ProfissãoRepórter, Caco Barcellos flagra ação de compra de votos pela prefeitura de Coronel Sapucaia (MS) com be…"
