trend,id,text
#DemitaUmPetista,1587603258566140000,"Minha opinião sobre esses protestos nas rodovias pedindo intervenção militar.  #BolsonaroCovarde #ratinho… https://t.co/NuEaFBvpz8"
#GoIMP,1587603275553063000,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
#GoIMP,1587603239343911000,"VAI TER SIM TERCEIROOOO, IMPERIAL É TIME DE GUERREIROOOOOOO!!!!!!! #IEM #GoIMP"
#GoIMP,1587603178266173400,"RT @betwayesportsbr: Ser 🇧🇷 e amar CS:GO não é pra quem tem coração fraco!!  De novo no OT da Overpass, mas dessa vez deu Cloud9 🥲  A Verti…"
#GoIMP,1587603174856491000,"RT @imperialesports: Jogo duro, partida round a round, no OT eles levaram essa!! CONTINUE ACREDITANDO, IMPURRAAA!!  O próximo mapa é Vertig…"
#GoIMP,1587603161967202300,"RT @Gremio: É O GRÊMIO EM TODO LUGAR, NÃO ADIANTA! 🇪🇪 Boa sorte hoje, @Boltz. Estamos contigo e a @imperialesports para copar a #IEM ! #GoI…"
#GoIMP,1587603174751600600,"🙏 @imperialesports 🙏                      🕯      🕯            🕯                         🕯… https://t.co/1wFMQkOr53"
#GoIMP,1587603154509922300,"O nível de cs brasileiro quando a FURIA é o melhor time e nunca ganhou nada. major no rio primeiro e último pra ser… https://t.co/F3J0Af0SFZ"
#GoIMP,1587603145886208000,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
#GoIMP,1587603082225111000,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
#GoIMP,1587603095139352600,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
Deyverson,1587603289952116700,"@danyel_valle @alexcrf94 A torcida ficou mais puta com Andreas do que com o Deyverson em Si"
Deyverson,1587603225565347800,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Deyverson,1587603115565797400,"RT @sepmemes_: Deyverson https://t.co/xLSBlfp9wb"
Deyverson,1587603129918447600,"Deyverson marca, Cuiabá afasta Botafogo do G-8 e ganha fôlego na luta com o Z-4  https://t.co/clyWs80GWO"
Deyverson,1587603111954243600,"o pior do botafogo ter perdido hj foi ver o deyverson brincar com a gente em casa.  com o time desse jeito é melhor jogar a sul-americana"
Deyverson,1587603108858839000,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Deyverson,1587602939006570500,"RT @neymarjrdepre: deyverson simulando falta kkkkkkkkk https://t.co/1pzHYShUXA"
Deyverson,1587602952776204300,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Deyverson,1587603169059967000,"RT @VULGAOTT: Não ironicamente o DEYVERSON tá salvando o Cuiabá do rebaixamento https://t.co/uXk2EENyH9"
Deyverson,1587602935684518000,"@resumorn Mas nao foi ele quem decidiu. Quem decidiu foi o Andreas. O que o Deyverson fez, ate o Raniel faria."
LGBT,1587603294557438000,"RT @lazarorosa25: Está sendo um movimento passivo!  PASSIVO! Não tem gangue de LGBT. A burrice bolsonarista é algo incrível! 🤣 https://t.…"
LGBT,1587603282381488000,"RT @Timcast: Groomer is not a slur against LGBT people  Groomer is a term to describe someone trying to surreptitiously introduce child…"
LGBT,1587603278849872000,"RT @ZAMENZA: Está sendo um movimento passivo! PASSIVO! Não tem violência e não tem gangue de LGBT!!!!!!!!!!!!!!! https://t.co/Zc4hbK4u4k"
LGBT,1587603270125641700,"RT @UBUNTU_22: Sara, Intervenção Federal, Reconheceu, Jair Bolsonaro, Ministro Alexandre de Moraes, O STF, Micheque, Alexandre Frota, Tribu…"
LGBT,1587603270075572200,"RT @unIoversclub: taylor picking her openers was like finding a representative of every letter of the LGBT"
LGBT,1587603264371327000,"RT @wanpakuten: 杉田水脈氏LGBTに生産性なし発言を謝罪せず。  発言そのものも酷く謝罪しないのも問題だが、自身の主張があるならきちんと説明すべきで、説明を詳らかにしないことが政治家としての資質に決定的に欠けている点だ。比例で上がっても世界最高水準の議員報酬を得…"
LGBT,1587603275482034200,"RT @kumparan: Sebelumnya, Rusia telah memiliki UU yang melarang propaganda LGBT+ pada 2013 lalu. #kumparanNews https://t.co/bDZAi5swYn"
LGBT,1587603256817381400,"RT @sablonplastikid: The Power Of Ibu - Ibu 😅  LGBT | Brigadir J | Mas Danang | Nia Ramadhani | Popon | Itaewon | Cewe | Susi | Pertamax |…"
LGBT,1587603261833752600,"@valehomoss Gays com Bolsonaro é a coisa mais ridícula que eu já vi, você é a vergonha da comunidade LGBT amigão"
LGBT,1587603255269392400,"RT @Emywinst: Give me thumbs up and retweet if LGBT is welcome and safe on your account 🏳️‍🌈  👍"
Ratinho,1587603292905156600,"RT @forumpandlr: Ratinho esmurrando os arruaceiros estão tumultuando as estradas e fazendo bagunça nas ruas.  https://t.co/62qV0yizAg"
Ratinho,1587603286366236700,"RT @GeorgMarques: Ratinho passando a real pra massa de manobra dos golpistas e baderneiros em estradas federais.  https://t.co/IXY1fSfxGx"
Ratinho,1587603285644611600,"RT @choquei: 🚨VEJA: Ratinho sobre as paralisações:  “Você que vai pra rua fazer paralisação, você é muito um imbecil. Larga a mão de ser ma…"
Ratinho,1587603289373286400,"RT @77_frota: Olha o Ratinho deu o recado .🇧🇷 https://t.co/HJx87RX4gK"
Ratinho,1587603284788904000,"RT @choquei: 🚨VEJA: Ratinho sobre as paralisações:  “Você que vai pra rua fazer paralisação, você é muito um imbecil. Larga a mão de ser ma…"
Ratinho,1587603281785888800,"RT @siteptbr: Ratinho se pronuncia sobre manifestações bolsonaristas:  “Democracia ganha a maioria e quando a maioria ganha, tem que ser re…"
Ratinho,1587603282997952500,"RT @77_frota: Olha o Ratinho deu o recado .🇧🇷 https://t.co/HJx87RX4gK"
Ratinho,1587603278896005000,"RT @lazarorosa25: Ratinho chamando os terroristas bolsonaristas de IMBECIS! https://t.co/Q4jezHOy4V"
Ratinho,1587603289960747000,"RT @77_frota: Olha o Ratinho deu o recado .🇧🇷 https://t.co/HJx87RX4gK"
Ratinho,1587603279353372700,"RT @AgdaOli96919401: RATINHO DEIXA UM RECADO PARA ALGUMAS PESSOAS; https://t.co/2VWtJztMTH"
BEIJO STELOISA,1587603295321075700,"RT @madu_fernaandes: ELA OLHANDO PRO CORPO DELE , PROVOCANDO ELE , SE ESSE BEIJO NÃO SAIR HOJE EU MORRO   BEIJO STELOISA https://t.co/Yc1Ll…"
BEIJO STELOISA,1587603291491700700,"eu tô passando muito mal BEIJO STELOISA"
BEIJO STELOISA,1587603291084562400,"RT @cxrdeliaxird: só pensando nele o BEIJO STELOISA"
BEIJO STELOISA,1587603291654979600,"RT @marycar__: GENTE QUE CENA FOI ESSA A TENSÃO SEXUAL EU TÔ TREMENDO  BEIJO STELOISA"
BEIJO STELOISA,1587603290367447000,"@dailysteloisa segunda-feira BEIJO STELOISA"
BEIJO STELOISA,1587603290031784000,"CASALZÃO DA PORAAAAAAA BEIJO STELOISA"
BEIJO STELOISA,1587603287599112200,"RT @agppily: A HELO TA COM A GUARDA BAIXA HOJE AMAMOS VER A DELEGADA MOLINHAAAAAA   BEIJO STELOISA #travessia"
BEIJO STELOISA,1587603286894743600,"STENIO JÁ COMEÇANDO OS TRABALHOS DANDO EM CIMA DA MULHER DELE SIM   BEIJO STELOISA #Travessia"
BEIJO STELOISA,1587603286118506500,"ele não cansa de chamar a creusa de amor da minha vida aí como eu amo esses BEIJO STELOISA"
BEIJO STELOISA,1587603289385975800,"@dailysteloisa Quinta BEIJO STELOISA"
Deyverson,1587603343228436500,"O DEYVERSON TIKTOKER NÃO É REAL E NÃO PODE TE MACHUCAR...  Deyverson TikToker: https://t.co/5C1S4AwlSV"
Deyverson,1587603342091747300,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Deyverson,1587603289952116700,"@danyel_valle @alexcrf94 A torcida ficou mais puta com Andreas do que com o Deyverson em Si"
Deyverson,1587603334206455800,"RT @martinsfut_: o deyverson é a cura da depressão https://t.co/RPsBZG2toB"
Deyverson,1587603169059967000,"RT @VULGAOTT: Não ironicamente o DEYVERSON tá salvando o Cuiabá do rebaixamento https://t.co/uXk2EENyH9"
Deyverson,1587603225565347800,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Deyverson,1587603327331745800,"RT @realmadrid: 7' Gol de Deyverson.   @Alaves 1-0 @realmadrid   #RMLiga"
Deyverson,1587603115565797400,"RT @sepmemes_: Deyverson https://t.co/xLSBlfp9wb"
Deyverson,1587603129918447600,"Deyverson marca, Cuiabá afasta Botafogo do G-8 e ganha fôlego na luta com o Z-4  https://t.co/clyWs80GWO"
Deyverson,1587603111954243600,"o pior do botafogo ter perdido hj foi ver o deyverson brincar com a gente em casa.  com o time desse jeito é melhor jogar a sul-americana"
Cuiabá,1587603283958431700,"O Cuiabayern venceu o Botafogo e mexe diretamente com os times cearenses. Em nosso caso, ao segurar o time carioc… https://t.co/bVK2QjcZVk"
Cuiabá,1587603250433462300,"@Jandersonfogao @CanaldoMedeiros Cuiabá não ganhava fora de casa a 3 meses e a culpa da derrota é da torcida? Kkkkk… https://t.co/n4qp2xzuLG"
Cuiabá,1587603245240836000,"Botafogo deu 23 chutes, resultado 2x0 Cuiabá"
Cuiabá,1587603215008292900,"Cuiabá deixou forte ODD 6.0  foi triste Botafogo kkk"
Cuiabá,1587603207504683000,"RT @Rudge63: @AdrillesPistola Cuiabá MT. Agora a resistência só aumenta, 1 de novembro as 20:00 horas https://t.co/bkY0hxhTsd"
Cuiabá,1587603204640243700,"Como Botafogo consegue perder p Cuiabá 😩😡😡😡😡"
Cuiabá,1587603192967499800,"@Botafogo Por qual motivo times como América Mg, Cuiabá, Juventude, etc... estão deitando e rolando no Botafogo cara?"
Cuiabá,1587603178090004500,"RT @gracinhalara: Cuiabá agora!👊🏻💚💛💪🏻  É pela dignidade e pela honra!!🇧🇷  Deus, Pátria, Família e Liberdade!🙏🏻  #IntervençãoFederalJá https…"
Cuiabá,1587603225565347800,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Cuiabá,1587603229394731000,"Até o Cuiabá ganha, só os fracassados do incompetentemente @RobinsonCastro1 que não."
chelo,1587602790754533400,"@walac_s @loudgods E sobre o chelo pode n ser ele tmb, só FALLEN e kscerato já estaria bom .. com esse pensamento d… https://t.co/FDCJ3NRxM6"
chelo,1587602592414195700,"@igorv1an4 @Fravioh__ @Ferdepre @POR70_ segundo o chelo (player que está jogando) nao da pra entender nada, só da p… https://t.co/wRnfwgwhnK"
chelo,1587602173042507800,"Ser o chelo não mata 3,2 o time da Imperial não faz nada, vini é boltz é dois inútil, demora para fazer qualquer aç… https://t.co/MmFIgo1XwX"
chelo,1587601997762809900,"Chelo dançando na frente do awp dps de saber q o cara lá e teve q jogar o round c 15 de life 👍"
chelo,1587601947699323000,"@decanocom @decanocomuy @Lucaaspilar @chelo_188"
chelo,1587601883694260200,"@alfapobre Uma line com Chelo e Fallen coach é a única esperança do CS brasileiro"
chelo,1587601797044125700,"@laabdon @LuisSuarez9 @mati22900 @chelo_188 @Lucaaspilar"
chelo,1587601601778401300,"@pedriin_ho @Guizin42988007 seu cu"
chelo,1587601130770628600,"@FeLLLpeSz @loudgods fallen ja n é o msm a tmp, a n ser q venha pra comissão tecnica agregaria e mt,  kscerato exce… https://t.co/GBcfIQkQyj"
chelo,1587601019973865500,"@pedriin_ho @era_chelo Fala pra Molina q deu mole é vapo 😼"
#DemitaUmPetista,1587603341512740900,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603338291560400,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603337138274300,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603333388320800,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603334705590300,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603332847341600,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603332214005800,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603332172054500,"RT @viviannemac: É típico do cidadão do bem #DemitaUmPetista https://t.co/N39In6Dawk"
#DemitaUmPetista,1587603328392904700,"RT @JoaquinTeixeira: PERFEITO. CHEGOU NOSSA HORA DE SER SLEEPING GIANTES. #DemitaUmPetista"
#DemitaUmPetista,1587603313767452700,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
Botafogo,1587603293643354000,"Se o Botafogo jogasse em casa como joga fora tava brigando pelo título"
Botafogo,1587603293383331800,"@CentralBotafogo Quero que se foda a posição política de cada um, joguem bola e só! O que me importa de jogador do… https://t.co/WOXXEhPQGJ"
Botafogo,1587603283035783200,"@rgelalves Mano certas coisas não se fazem nem sob tortura, uma delas é apostar no Botafogo."
Botafogo,1587603283958431700,"O Cuiabayern venceu o Botafogo e mexe diretamente com os times cearenses. Em nosso caso, ao segurar o time carioc… https://t.co/bVK2QjcZVk"
Botafogo,1587603282649878500,"@beckerpedro @pedrocertezas seu erro foi achar que o botafogo segue alguma lógica"
Botafogo,1587603274680897500,"@rdionvl @_tchotchomery_ @JohnTextor @Botafogo Mudar de uma hora pra outra não é fácil não, estamos acostumados a q… https://t.co/2vdutlv0Y3"
Botafogo,1587603280171077600,"Não combinou com o #Botafogo! https://t.co/BjTqgFAgVx"
Botafogo,1587603267583987700,"@luanparedes1989 @CanaldoMedeiros um dos piores treinadores que vi no botafogo, e olha que já teve gente ruim lá, s… https://t.co/yJyKkIdR5C"
Botafogo,1587603271560077300,"@Botafogo Time de merda"
Botafogo,1587603294918246400,"@lance_botafogo VAI SE FUDER, Pedrinho"
LGBT,1587603342263746600,"RT @forumpandlr: Está sendo um movimento PASSIVO! Não tem gangue de LGBT https://t.co/05WA1zy7yY"
LGBT,1587603341768540200,"@yekvucutcom Boğaziçi nerede? Lgbt dernekleri yok. Bayağı güç kaybetmişsiniz."
LGBT,1587603337184219100,"Os passivos finalmente sendo exaltados! Esse é o seu momento, meninos!  \o/  (also... Gibi de Menininha pode ser co… https://t.co/zA9NhH8rkD"
LGBT,1587603336936784000,"RT @forumpandlr: Está sendo um movimento PASSIVO! Não tem gangue de LGBT https://t.co/05WA1zy7yY"
LGBT,1587603340153979000,"RT @yYsAGj0ff5oAvUN: #モーニングショー  浜田さん 　自民党議員に聞いた。 　「なんで選択制夫婦別姓とかＬＧＢＴの問題が 　　進まないのか、強固に反対するのかと不思議 　　だった。 　　ああこういう事（統一教会の影響）だったのか 　　と霧が晴れたようだった…"
LGBT,1587603331689681000,"RT @forumpandlr: Está sendo um movimento PASSIVO! Não tem gangue de LGBT https://t.co/05WA1zy7yY"
LGBT,1587603339050913800,"RT @cinnefila: @ZAMENZA O lgbt que a gata se refere kkkkkkkkkkkk https://t.co/geyQtqNWeK"
LGBT,1587603329148149800,"RT @Timcast: Groomer is not a slur against LGBT people  Groomer is a term to describe someone trying to surreptitiously introduce child…"
LGBT,1587603324844613600,"RT @strangetomato1: The Labour Party is no longer a party for LGBT+ people. If there was any doubt, this clears it. https://t.co/Ox910pW9vF"
LGBT,1587603334885777400,"RT @tvunam: ¿Cómo se definen los crímenes de odio? Platicamos con Mauricio Ayala (@Mawicio), de @ObservatorioCr3, sobre la comunidad #LGBT,…"
BEIJO STELOISA,1587603291654979600,"RT @marycar__: GENTE QUE CENA FOI ESSA A TENSÃO SEXUAL EU TÔ TREMENDO  BEIJO STELOISA"
BEIJO STELOISA,1587603295321075700,"RT @madu_fernaandes: ELA OLHANDO PRO CORPO DELE , PROVOCANDO ELE , SE ESSE BEIJO NÃO SAIR HOJE EU MORRO   BEIJO STELOISA https://t.co/Yc1Ll…"
BEIJO STELOISA,1587603291084562400,"RT @cxrdeliaxird: só pensando nele o BEIJO STELOISA"
BEIJO STELOISA,1587603291491700700,"eu tô passando muito mal BEIJO STELOISA"
BEIJO STELOISA,1587603290367447000,"@dailysteloisa segunda-feira BEIJO STELOISA"
BEIJO STELOISA,1587603289385975800,"@dailysteloisa Quinta BEIJO STELOISA"
BEIJO STELOISA,1587603290031784000,"CASALZÃO DA PORAAAAAAA BEIJO STELOISA"
BEIJO STELOISA,1587603287599112200,"RT @agppily: A HELO TA COM A GUARDA BAIXA HOJE AMAMOS VER A DELEGADA MOLINHAAAAAA   BEIJO STELOISA #travessia"
BEIJO STELOISA,1587603286894743600,"STENIO JÁ COMEÇANDO OS TRABALHOS DANDO EM CIMA DA MULHER DELE SIM   BEIJO STELOISA #Travessia"
BEIJO STELOISA,1587603286118506500,"ele não cansa de chamar a creusa de amor da minha vida aí como eu amo esses BEIJO STELOISA"
#GoIMP,1587603239343911000,"VAI TER SIM TERCEIROOOO, IMPERIAL É TIME DE GUERREIROOOOOOO!!!!!!! #IEM #GoIMP"
#GoIMP,1587603275553063000,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
#GoIMP,1587603174856491000,"RT @imperialesports: Jogo duro, partida round a round, no OT eles levaram essa!! CONTINUE ACREDITANDO, IMPURRAAA!!  O próximo mapa é Vertig…"
#GoIMP,1587603174751600600,"🙏 @imperialesports 🙏                      🕯      🕯            🕯                         🕯… https://t.co/1wFMQkOr53"
#GoIMP,1587603178266173400,"RT @betwayesportsbr: Ser 🇧🇷 e amar CS:GO não é pra quem tem coração fraco!!  De novo no OT da Overpass, mas dessa vez deu Cloud9 🥲  A Verti…"
#GoIMP,1587603339898138600,"Por favor, imperial. Por favor 🙏 #GoIMP #IEM"
#GoIMP,1587603154509922300,"O nível de cs brasileiro quando a FURIA é o melhor time e nunca ganhou nada. major no rio primeiro e último pra ser… https://t.co/F3J0Af0SFZ"
#GoIMP,1587603161967202300,"RT @Gremio: É O GRÊMIO EM TODO LUGAR, NÃO ADIANTA! 🇪🇪 Boa sorte hoje, @Boltz. Estamos contigo e a @imperialesports para copar a #IEM ! #GoI…"
#GoIMP,1587603095139352600,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
#GoIMP,1587603145886208000,"RT @imperialesports: Círculo de oração da IMP 🙏                      🕯      🕯            🕯                         🕯…"
Landim,1587603340485181400,"RT @Diogotapuio: Angela Machado, diretora de responsabilidade social do #Flamengo , esposa do presidente do clube Rodolfo Landim e bolsonar…"
Landim,1587603337586872300,"RT @DanielaLima_: diretor da PRF teve demissão recomendada em 2000, mas processo prescreveu. Pq? Parou no posto, mandou o frentista lavar o…"
Landim,1587603337872117800,"@pedropaulo @eduardopaes @gabigol Sem a presença  dos fascistas diretores..principalmente  a  vaca do Landim"
Landim,1587603328724357000,"RT @bh27depre: Eu como Nordestino e Flamenguista repúdio veementemente a Fala dessa Mulher do Landim  XENOFOBIA NÃO É OPINIÃO"
Landim,1587603320868331500,"RT @Diogotapuio: Angela Machado, diretora de responsabilidade social do #Flamengo , esposa do presidente do clube Rodolfo Landim e bolsonar…"
Landim,1587603325041754000,"RT @AndradeRNegro2: De todas as manifestações contra os nordestinos, nenhuma doeu tanto quanto o post da diretora do Flamengo e esposa de R…"
Landim,1587603318347645000,"RT @geglobo: Diretora do Flamengo ataca nordestinos em post sobre eleição.   Angela Machado é casada com Rodolfo Landim, presidente do club…"
Landim,1587603315344523300,"RT @Diogotapuio: Angela Machado, diretora de responsabilidade social do #Flamengo , esposa do presidente do clube Rodolfo Landim e bolsonar…"
Landim,1587603316753809400,"RT @LeoJoseReporter: 🚨 | IMPEACHMENT E DESTITUIÇÃO! Benemérito do Flamengo, Siro Darlan entra com solicitação pedindo o impeachment do pres…"
