trend,id,text
Gabriel Barbosa,1586531303557451800,"RT @njxbea: Ninguém me contou.  Eu vivi e vi o Gabriel Barbosa jogar pelo Flamengo e ser Flamengo. https://t.co/gTQVb3pP70"
Gabriel Barbosa,1586531301057699800,"RT @centraldanacao: 3 FINAIS DE LIBERTADORES   4 GOLS  GABRIEL BARBOSA PREDESTINADO https://t.co/IFu4wM95Uo"
Gabriel Barbosa,1586531310884921300,"RT @notvinicin: GABRIEL BARBOSA EU SÓ QUERO A TUA ROULA ENCAIXADA NA MINHA XOOOOOOOTAAAAAAAAAA"
Gabriel Barbosa,1586531310574919700,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabriel Barbosa,1586531275547938800,"Apenas 2 jogadores Marcaram gols pelo Flamengo em Finais de Libertadores:  1- ARTHUR ANTUNES COIMBRA. (O REI ZICO 👑… https://t.co/PhTf81fuCl"
Gabriel Barbosa,1586531264164614100,"RT @flamenguismo_: Arthur Antunes Coimbra e Gabriel Barbosa Almeida.  Os ÚNICOS jogadores do Flamengo a marcarem em finais de Libertadores."
Gabriel Barbosa,1586531263548039200,"RT @bellexcosta: Decisivo, Gabi estende os braços como quem diz: “Eu avisei”. Quatro gols em três finais de Libertadores. Simplesmente Gabr…"
Gabriel Barbosa,1586531255041986600,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabriel Barbosa,1586531269571416000,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Gabriel Barbosa,1586531243000500200,"RT @DoentesPFutebol: O Predestinado! Gabriel Barbosa, o Gabi, é sinônimo de Flamengo. Tinha que ser dele o gol desse título da Libertadores…"
#SDOL,1586531315603546000,"RT @VeluStan: O MELHOR PERSONAGEM DO RPG!!!  #SDOL #SinaisDoOutroLado https://t.co/g4vbvQjgd1"
#SDOL,1586531304757416000,"RT @misslapiz1805: xande                                         joão frango #SinaisDoOutroLado #SDOL https://t.co/o3sEH7AWEq"
#SDOL,1586531301754294300,"RT @Luuni3_M00n: Gente eu fiz--  Galerinha que puder curtir e me seguir agradeço 🥺  #SinaisDoOutroLado #SDOL #OrdemParanormal #ordemparanor…"
#SDOL,1586531297475772400,"RT @Boo_balu: Eu já sou apaixonada por você, Guaxi, não precisava ficar fazendo voz de gostosa como Xande, ME AJUDA GUAXINIM  #SinaisDoOutr…"
#SDOL,1586531292073537500,"RT @rhysflames: qualquer semelhança é mera coincidência #SinaisDoOutroLado #SDOL https://t.co/PUr5MO5gpG"
#SDOL,1586531300642529300,"RT @PatoPatin_: eu precisei #SinaisDoOutroLado #SDOL https://t.co/7O3oNXsKKN"
#SDOL,1586531288684855300,"RT @Blanche_KmL: Guizo em qualquer inconveniência que acontece com o grupo #Sdol #SinaisDoOutroLado https://t.co/JiBh7fWUyR"
#SDOL,1586531302932521000,"RT @blankhele: incrível como o cellbit realmente ama o que faz, olha a evolução do rpg de alguns MESES atrás para o rpg de HOJE. esse cara…"
#SDOL,1586531286666969000,"RT @_rdlobo: O xande vai ser assim...  sinais do outro lado #SDOL https://t.co/UypLAWjIPy"
#SDOL,1586531280992473000,"RT @jaehyaoi: cellbit:😮  #SDOL #SinaisDoOutroLado https://t.co/RFnTt5LFqY"
Gabigol,1586531315993563100,"@gabigol @Flamengo Como flamenguista só tenho uma coisa a falar... MUITO OBRIGADO!!!!! ÍDOLO!! ÍDOLO!! ÍDOLO!!! TU ÉS MEU ÍDOLO"
Gabigol,1586531314022244400,"RT @mundodabola: Flamengo tem 8 gols em finais de Libertadores.  4 do Zico, 4 do Gabigol.  📸 Alexandre Vidal https://t.co/Yn2iAieeP8"
Gabigol,1586531313150226400,"RT @joaoholanda1000: No final, ele sempre estará lá. Pode confiar!  @gabigol , eu te amo! ❤️🖤 https://t.co/IWX2J84Pqk"
Gabigol,1586531308930445300,"RT @geglobo: #Flamengo. #Libertadores. Zico. Gabigol.   #ge https://t.co/7G49B247bz"
Gabigol,1586531310574919700,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabigol,1586531300848337000,"RT @camilavicentea: “Agora o que nos resta? Ano que vem ir para lá de novo, até a gente ganhar essa parada. E vamos. A gente vai.  SOMOS T…"
Gabigol,1586531298474356700,"RT @brunoformiga: Existe a Era Zico. E existe a Era Gabigol."
Gabigol,1586531304929169400,"RT @gabigol: Deus Obrigado por tudo, pela sua graça e misericórdia  Pela minha família e amigos  Amém 🙌🏽❤️ https://t.co/ZdIMHEGGYI"
Gabigol,1586531298025226200,"RT @gabigol: BICAMPEÃO! 👑🏆   #M3NGO  @Flamengo https://t.co/S8wKpDfV2a"
Gabigol,1586531297115000800,"@gabigol Gabriel, obrigado por tudo"trend,id,text
Flamengo,1586538404229091300,"RT @trovadordelgol_: El gol de @gabigol para el Título de @Flamengo  Felicitaciones @Flamengo_es por La Copa!!!  Mengooo Tri Campeão🏆🏆🏆 Así…"
Flamengo,1586538403402768400,"RT @VarskySports: En 2020, Dorival Júnior fue echado de Athletico Paranaense 🇧🇷 tras 4 derrotas. No pudo dirigir 3 de 4 por contraer corona…"
Flamengo,1586538403038130200,"RT @Pesgrau: *Real Madrid x Flamengo no Mundial*  Vinícius Jr. dps de fazer 5 gols contra: https://t.co/XbkxmJgk2y"
Flamengo,1586538402362556400,"@Flamengo @DavidLuiz_4 @kingarturo23 @ribasdiego10 https://t.co/6UCZX9sFXQ mengo olha meu vô"
Flamengo,1586538402039890000,"RT @Flamengo: PAPO COM OS EXPERIS! 🗣️🏆🏆🏆 @DavidLuiz_4, @kingarturo23, Dorival e @ribasdiego10 #M3NGO https://t.co/5akIuNJdzo"
Flamengo,1586538401574125600,"RT @ana_beatrizddl: Meu avô Salú tem Alzheimer. Ele não lembra das filhas, não lembra dos netos direito, mas com o Flamengo (@Flamengo) é a…"
Flamengo,1586538401649524700,"RT @bielcorreia_13: @Flamengo Aos irmãos rubro negros que nos deixaram durante a pandemia: Vencemos! Somos tri. É pra vocês!"
Flamengo,1586538401544736800,"RT @Pesgrau: *Real Madrid x Flamengo no Mundial*  Vinícius Jr. dps de fazer 5 gols contra: https://t.co/XbkxmJgk2y"
Flamengo,1586538401208991700,"@CATalleresdecba @Flamengo @Libertadores União #flalleres"
Flamengo,1586538401473253400,"RT @Flamengo: E aí, MONSTRO @DavidLuiz_4! 🏆🏆🏆🔴⚫ #M3NGO https://t.co/ONVxexenWa"
Pedro Henrique,1586538391197298700,"Fluminense x Volta Redonda-RJ     De Amores     Léo Moura   Luan Freitas   Dalton   Léo Pelé     Fábio Braga   Caza… https://t.co/h48qbExdN1"
Pedro Henrique,1586538215015698400,"@miiron77 @Piietroooo @Vittor22_ @NJanfren @Jeffcorreria @10Junioor Sim igual Gabi gol, Éverton Ribeiro, Pedro/Brun… https://t.co/ukus00WHGx"
Pedro Henrique,1586538162540540000,"RT @wesley_curty: O Athetico tirou o Palmeiras para fazer isso aí kkk  Jogador ruim tu até entende, mas nada é pior do que jogador burro.…"
Pedro Henrique,1586538148032454700,"RT @7Rigamonte: Estava desenhada a expulsão do Pedro Henrique. Era óbvio que o juiz seria o mais rigoroso possível contra o Athletico. Cons…"
Pedro Henrique,1586538066885464000,"@DricaFariaSCCP O zagueiro Pedro Henrique facilitou e muito a vida deles...e convenhamos deu a lógica !"
Pedro Henrique,1586538062288650200,"RT @thaqueta: Se eu dissesse que tô bem estaria mentindo, mas vamos lá:  1) o Athletico é gigante 2) 2022 foi um puta ano pro CAP 3) hoje p…"
Pedro Henrique,1586537955891597300,"RT @7Rigamonte: Não gosto de achar culpados, mas estávamos melhores no jogo até a expulsão infantil do Pedro Henrique  O único gol da parti…"
Pedro Henrique,1586537957313245200,"@capelareal Toma no sim o Pedro Henrique"
Pedro Henrique,1586537946265559000,"RT @lucasceschin2: Pedro Henrique vai tomar no seu cu, seu lixo"
Pedro Henrique,1586537901860569000,"RT @centraldanacao: COMEMORA PEDRO HENRIQUE  VOCÊ FAZ PARTE DESSE TÍTULO https://t.co/x9eXtWAtJg"
Zambelli,1586538404577149000,"RT @laudeci_m: CARLA ZAMBELLI conseguiu mostrar na prática o que um país dominado pela seita do bolsonarismo.  Que as nossas Instituições n…"
Zambelli,1586538404413587500,"RT @moreiradwilliam: @Belzebu__666 CARLA ZAMBELLI PISTOLEIRA DO BOLSONARO CARLA ZAMBELLI PISTOLEIRA DO BOLSONARO CARLA ZAMBELLI PISTOLEIRA…"
Zambelli,1586538404199661600,"RT @kahnvictor: caraio, eu tava aqui pensando o pq o cara saiu com a camisa levantada do bar ali quando a zambelli pistoleira entrou, depoi…"
Zambelli,1586538404182892500,"RT @McSouza67647407: Cala Zambelli, escrota"
Zambelli,1586538404170317800,"RT @desmentindobozo: QUE LOUCURA!!! Por esse ângulo aqui Carla Zambelli e mais algumas pessoas correm armados atrás de um homem negro, apar…"
Zambelli,1586538403839049700,"RT @nadanovonofront: Povo de São Paulo, vamos conversar. É sério demais!  Nós não somos o velho Oeste. O bolsonarismo nem se instalou aqui…"
Zambelli,1586538403822276600,"RT @TalitaR39993422: @JosuePatriota CARLA ZAMBELLI PISTOLEIRA DO BOLSONARO  CARLA ZAMBELLI PISTOLEIRA DO BOLSONARO  CARLA ZAMBELLI PISTOLEI…"
Zambelli,1586538403583201300,"ZAMBELLI NA CADEIA https://t.co/eKsBkhNoua"
Zambelli,1586538403386265600,"RT @randolfeap: AGORA! Nós da Rede Sustentabilidade e o PT acabamos de protocolar, na Mesa da Câmara, uma representação pedindo a CASSAÇÃO…"
Zambelli,1586538403071500300,"RT @choquei: 🚨URGENTE: Alexandre de Moraes determina investigação de Carla Zambelli por apontar arma para petista. #Eleições2022"
#SinaisDoOutroLado,1586538376823447600,"GENTE A LARVA É A LARVA DO ESTRANGEIRO MANO #SinaisDoOutroLado"
#SinaisDoOutroLado,1586538376349589500,"RT @AndromedaHcs: #SinaisDoOutroLado #SDOL  1997 Morato: Não confia em tecnologia  2020 Kaiser e Samuca: Criando uma IA detectora de parano…"
#SinaisDoOutroLado,1586538375590604800,"RT @_SaturnInOrbit: Eu amo como a produção perdeu o negócio de baixo da mesa e tentou pegar de novo KKKAKAKKSS.  a participação espetacular…"
#SinaisDoOutroLado,1586538375535902700,"RT @amoraartsy: sou bobo #SinaisDoOutroLado https://t.co/3xRRzrpD4E"
#SinaisDoOutroLado,1586538375309414400,"Desde osni tenho trauma de tapetes bonitinhos #SinaisDoOutroLado"
#SinaisDoOutroLado,1586538371714896000,"RT @jaehyaoi: o xande e o guizo a cada 5 segundos:  #SDOL #SinaisDoOutroLado https://t.co/RSOa1VtfU0"
#SinaisDoOutroLado,1586538372268540000,"RT @Zerou_u: O TIME ESTÁ COMPLETO  UM MACONHEIRO 🍃🍃  UM SKATISTA🛹🛹  UM GRANDÃO FURRY🐺🐺  UM EMO🖤🖤  E A DORA AVENTUREIRA🗺🗺  FALTA 1 DIA PARA…"
#SinaisDoOutroLado,1586538371396128800,"RT @C0nfvsed_: Sera q cellbit tropeçara nos cabos hj?  Enquanto isso tomem um desenho simples q eu fiz deles em uma cena de scooby doo   Ta…"
#SinaisDoOutroLado,1586538370779463700,"RT @refico_: moreto_dead_man_switch  #SinaisDoOutroLado #SDOL https://t.co/ceuwbQO286"
#SinaisDoOutroLado,1586538370196439000,"Acho que o cérebro do Lírio tá nos músculos #SinaisDoOutroLado"
Gabigol,1586538404229091300,"RT @trovadordelgol_: El gol de @gabigol para el Título de @Flamengo  Felicitaciones @Flamengo_es por La Copa!!!  Mengooo Tri Campeão🏆🏆🏆 Así…"
Gabigol,1586538398281597000,"RT @vitorsergio: Ele fez a atmosfera do clube mudar  nas 8as da Copa do Brasil com um Lá no Maracanã eles vão encontrar um Inferno!.  E n…"
Gabigol,1586538396926836700,"só faltou um lorin pivete no gabigol pra estar tudo perfeito"
Gabigol,1586538395278266400,"RT @futebol_info: Apenas 2 jogadores marcaram gol com a camisa do Flamengo em final de Libertadores: Zico e Gabigol.  📸 Alexandre Vidal htt…"
Gabigol,1586538393689002000,"@trovadordelgol_ @gabigol @Flamengo @Flamengo_es @adnradiochile Sua narração é absurda.   Podia aprender português… https://t.co/o7YA2GKeFv"
Gabigol,1586538394838044700,"RT @gabigol: BICAMPEÃO! 👑🏆   #M3NGO  @Flamengo https://t.co/S8wKpDfV2a"
Gabigol,1586538393055502300,"RT @zaynxcrf: 4 anos de gabigol no flamengo  4 anos sendo decisivo  4 anos empilhando taças   E VEM MAIS POR AÍ https://t.co/q3elHhdTzi"
Gabigol,1586538392900214800,"RT @gabigol: Deus Obrigado por tudo, pela sua graça e misericórdia  Pela minha família e amigos  Amém 🙌🏽❤️ https://t.co/ZdIMHEGGYI"
Gabigol,1586538391419687000,"RT @FlamengoEmVideo: Narração do gol do Gabigol da TV chilena https://t.co/Ja3dxdIiGG"
Gabigol,1586538391071608800,"RT @gabigol: Deus Obrigado por tudo, pela sua graça e misericórdia  Pela minha família e amigos  Amém 🙌🏽❤️ https://t.co/ZdIMHEGGYI"
Gabriel Barbosa,1586538390077440000,"RT @Flamengo: O ARTILHEIRO DA LIBERTADORES SE TORNA UM DOS MAIORES ÍDOLOS DA HISTÓRIA DO FLAMENGO!   SENHORAS E SENHORES, GABRIEL BARBOSA,…"
Gabriel Barbosa,1586538386852122600,"RT @futtmais: O homem que deu 2 títulos de Libertadores para o Flamengo.  A história está feita e vai continuar sendo.   Gabriel Barbosa, o…"
Gabriel Barbosa,1586538378681614300,"⚫️🔴🏆 Libertadores finalinde Atletico Paranaense'yi Gabriel Barbosa'nın bu golüyle 1-0 mağlup eden Flamengo şampiyon… https://t.co/hR0aw3OFrt"
Gabriel Barbosa,1586538370276233200,"RT @jsmescrf: GABRIEL BARBOSA EU TE AMO https://t.co/6oHW0bd0PK"
Gabriel Barbosa,1586538372704657400,"RT @camilavicentea: A única coisa q eu consigo dizer agora é q o Gabriel Barbosa é o amor da minha vida."
Gabriel Barbosa,1586538349866590200,"RT @zaynxcrf: gabriel barbosa zerou o jogo https://t.co/suevQizbaG"
Gabriel Barbosa,1586538354887344000,"RT @FlaDaNacao_: EU TE AMO GABRIEL BARBOSA  https://t.co/aRIyDy07lh"
Gabriel Barbosa,1586538339636809700,"EU VOU TATUAR O NOME DO GABRIEL BARBOSA"
Gabriel Barbosa,1586538328127676400,"RT @futtmais: O homem que deu 2 títulos de Libertadores para o Flamengo.  A história está feita e vai continuar sendo.   Gabriel Barbosa, o…"
Gabriel Barbosa,1586538326550519800,"RT @jsmescrf: GABRIEL BARBOSA EU TE AMO https://t.co/6oHW0bd0PK"
#LulaPresidente1️⃣3️⃣,1586538399925559300,"RT @LadyPW8: @LulaOficial @deciolimapt @biavargas40 @ricardostuckert Quem vota em Lula não pode deixar de ir votar amanhã!   #LulaPresident…"
#LulaPresidente1️⃣3️⃣,1586538388177444900,"@nikolas_dm Muito obrigada. Tudo que vi e ouvi de você me fizeram ter a certeza fe que estou do lado certo. LULA PR… https://t.co/ek5jGWk0d9"
#LulaPresidente1️⃣3️⃣,1586538393500090400,"RT @dailysteloisa: FAZ O L! Giovanna Antonelli e Alexandre Nero mandaram avisar que amanhã é 13 nas urnas.❤️  #LulaPresidente1️⃣3️⃣ https:/…"
#LulaPresidente1️⃣3️⃣,1586538394011639800,"RT @killerqueen22_: Eu escolhendo o look pra votar no Lulinha amanhã  OLEOLEOLEOLÁ LULA #LulaPresidente1️⃣3️⃣ https://t.co/UmpHdEqWgt"
#LulaPresidente1️⃣3️⃣,1586538386772435000,"A nossa democracia está em jogo.  Vote na paz , não entre em conflitos. Mesmo que  você seja insultado(a) faça de c… https://t.co/0Dmp8bZhs2"
#LulaPresidente1️⃣3️⃣,1586538385849688000,"@Gen_VillasBoas #LulaPresidente1️⃣3️⃣ #LulaPresidente20221️⃣3️⃣"
#LulaPresidente1️⃣3️⃣,1586538385149141000,"Faz o L⭐️ #VaiDarPT #LulaPresidente1️⃣3️⃣ https://t.co/IzW2GJ8rex"
#LulaPresidente1️⃣3️⃣,1586538385446944800,"RT @FlaviaGalindo: Agora o ki-suco ferveu. Bono é #LulaPresidente1️⃣3️⃣"
