trend,id,text
Gabriel Barbosa,1586531303557451800,"RT @njxbea: Ninguém me contou.  Eu vivi e vi o Gabriel Barbosa jogar pelo Flamengo e ser Flamengo. https://t.co/gTQVb3pP70"
Gabriel Barbosa,1586531301057699800,"RT @centraldanacao: 3 FINAIS DE LIBERTADORES   4 GOLS  GABRIEL BARBOSA PREDESTINADO https://t.co/IFu4wM95Uo"
Gabriel Barbosa,1586531310884921300,"RT @notvinicin: GABRIEL BARBOSA EU SÓ QUERO A TUA ROULA ENCAIXADA NA MINHA XOOOOOOOTAAAAAAAAAA"
Gabriel Barbosa,1586531310574919700,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabriel Barbosa,1586531275547938800,"Apenas 2 jogadores Marcaram gols pelo Flamengo em Finais de Libertadores:  1- ARTHUR ANTUNES COIMBRA. (O REI ZICO 👑… https://t.co/PhTf81fuCl"
Gabriel Barbosa,1586531264164614100,"RT @flamenguismo_: Arthur Antunes Coimbra e Gabriel Barbosa Almeida.  Os ÚNICOS jogadores do Flamengo a marcarem em finais de Libertadores."
Gabriel Barbosa,1586531263548039200,"RT @bellexcosta: Decisivo, Gabi estende os braços como quem diz: “Eu avisei”. Quatro gols em três finais de Libertadores. Simplesmente Gabr…"
Gabriel Barbosa,1586531255041986600,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabriel Barbosa,1586531269571416000,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Gabriel Barbosa,1586531243000500200,"RT @DoentesPFutebol: O Predestinado! Gabriel Barbosa, o Gabi, é sinônimo de Flamengo. Tinha que ser dele o gol desse título da Libertadores…"
#SDOL,1586531315603546000,"RT @VeluStan: O MELHOR PERSONAGEM DO RPG!!!  #SDOL #SinaisDoOutroLado https://t.co/g4vbvQjgd1"
#SDOL,1586531304757416000,"RT @misslapiz1805: xande                                         joão frango #SinaisDoOutroLado #SDOL https://t.co/o3sEH7AWEq"
#SDOL,1586531301754294300,"RT @Luuni3_M00n: Gente eu fiz--  Galerinha que puder curtir e me seguir agradeço 🥺  #SinaisDoOutroLado #SDOL #OrdemParanormal #ordemparanor…"
#SDOL,1586531297475772400,"RT @Boo_balu: Eu já sou apaixonada por você, Guaxi, não precisava ficar fazendo voz de gostosa como Xande, ME AJUDA GUAXINIM  #SinaisDoOutr…"
#SDOL,1586531292073537500,"RT @rhysflames: qualquer semelhança é mera coincidência #SinaisDoOutroLado #SDOL https://t.co/PUr5MO5gpG"
#SDOL,1586531300642529300,"RT @PatoPatin_: eu precisei #SinaisDoOutroLado #SDOL https://t.co/7O3oNXsKKN"
#SDOL,1586531288684855300,"RT @Blanche_KmL: Guizo em qualquer inconveniência que acontece com o grupo #Sdol #SinaisDoOutroLado https://t.co/JiBh7fWUyR"
#SDOL,1586531302932521000,"RT @blankhele: incrível como o cellbit realmente ama o que faz, olha a evolução do rpg de alguns MESES atrás para o rpg de HOJE. esse cara…"
#SDOL,1586531286666969000,"RT @_rdlobo: O xande vai ser assim...  sinais do outro lado #SDOL https://t.co/UypLAWjIPy"
#SDOL,1586531280992473000,"RT @jaehyaoi: cellbit:😮  #SDOL #SinaisDoOutroLado https://t.co/RFnTt5LFqY"
Gabigol,1586531315993563100,"@gabigol @Flamengo Como flamenguista só tenho uma coisa a falar... MUITO OBRIGADO!!!!! ÍDOLO!! ÍDOLO!! ÍDOLO!!! TU ÉS MEU ÍDOLO"
Gabigol,1586531314022244400,"RT @mundodabola: Flamengo tem 8 gols em finais de Libertadores.  4 do Zico, 4 do Gabigol.  📸 Alexandre Vidal https://t.co/Yn2iAieeP8"
Gabigol,1586531313150226400,"RT @joaoholanda1000: No final, ele sempre estará lá. Pode confiar!  @gabigol , eu te amo! ❤️🖤 https://t.co/IWX2J84Pqk"
Gabigol,1586531308930445300,"RT @geglobo: #Flamengo. #Libertadores. Zico. Gabigol.   #ge https://t.co/7G49B247bz"
Gabigol,1586531310574919700,"RT @futebol_info: “Você pode chamar de Gabigol, pode chamar de Lil Gabi, pode chamar de Gabriel Barbosa… mas ninguém chama mais gol do que…"
Gabigol,1586531300848337000,"RT @camilavicentea: “Agora o que nos resta? Ano que vem ir para lá de novo, até a gente ganhar essa parada. E vamos. A gente vai.  SOMOS T…"
Gabigol,1586531298474356700,"RT @brunoformiga: Existe a Era Zico. E existe a Era Gabigol."
Gabigol,1586531304929169400,"RT @gabigol: Deus Obrigado por tudo, pela sua graça e misericórdia  Pela minha família e amigos  Amém 🙌🏽❤️ https://t.co/ZdIMHEGGYI"
Gabigol,1586531298025226200,"RT @gabigol: BICAMPEÃO! 👑🏆   #M3NGO  @Flamengo https://t.co/S8wKpDfV2a"
Gabigol,1586531297115000800,"@gabigol Gabriel, obrigado por tudo"
